,campaña
3857,732187328
3858,1648648995
3859,732187328
3860,1648648995
3861,732187328
3862,732187328
3863,1648649016
3864,1648648995
3865,732187328
3866,732187328
3867,1648648995
3868,1724235562
3869,1439144774
3870,732187328
3871,732401028
3872,1647220698
3873,1724235562
3874,1647220698
3875,1646697566
3876,1648646316
3877,732187328
3878,732401028
3879,2083803500
3880,732187328
3881,732187328
3882,732401028
3883,1042446156
3884,732401028
3885,732401028
3886,732401028
3887,732187328
3888,732187355
3889,1648646316
3890,1648648995
3891,2083803500
3892,732187328
3893,732187328
3894,732401028
3895,2083803500
3896,1648648995
3897,1648648995
3898,732187328
3899,732187328
3900,732187328
3901,13352855428
3902,732187328
3903,1646697566
3904,12758678095
3905,732187328
3906,732187328
3907,732187328
3908,1646697023
3909,732187328
3910,732187328
3911,1648648995
3912,732187328
3913,1648648995
3914,1691163013
3915,1648648995
3916,1648648995
3917,732187328
3918,732187328
3919,1648649016
3920,732187328
3921,1646697023
3922,1648648995
3923,13352855428
3924,732187328
3925,1648648995
3926,1648648995
3927,13352768128
3928,13352768134
3929,13352855428
3930,732187328
3931,732187328
3932,1648648995
3933,13352768134
3934,10584328479
3935,1648648995
3936,1648648995
3937,13352768134
3938,1646697023
3939,1648648995
3940,1783520608
3941,1648648995
3942,1725352245
3943,732187328
3944,1439144636
3945,1648648995
3946,732187328
3947,732187328
3948,1648140392
3949,1648648995
3950,1646697566
3951,1648648995
3952,732187349
3953,1648649016
3954,1648649016
3955,732187355
3956,732187328
3957,732187349
3958,13352768134
3959,732187328
3960,13352855428
3961,1691163013
3962,1685819708
3963,1648648995
3964,1648648995
3965,732187328
3966,13352855434
3967,1648649016
3968,732187328
3969,1648648995
3970,1439144774
3971,732187328
3972,732187328
3973,1648648995
3974,732187328
3975,732187328
3976,732187328
3977,732187328
3978,732187328
3979,732187328
3980,732187328
3981,1648181434
3982,732187328
3983,1648140647
3984,1648648995
3985,1646744098
3986,1648181434
3987,732187328
3988,1685819708
3989,1648649016
3990,1648649016
3991,1648646316
3992,732187328
3993,1486016055
3994,732187328
3995,1648649016
3996,732187355
3997,732401028
3998,732187328
3999,732187328
4000,732187328
4001,732187349
4002,1685819696
4003,1648648995
4004,1646744098
4005,732187328
4006,1648648995
4007,732401028
4008,1648648995
4009,1685819696
4010,1648648995
4011,732187328
4012,732187328
4013,732187328
4014,732187328
4015,732187328
4016,1042446156
4017,1646697566
4018,732187355
4019,1648648995
4020,732187328
4021,732187328
4022,1648648995
4023,1648648995
4024,732187328
4025,732187328
4026,732187328
4027,1648646316
4028,732187328
4029,732187328
4030,13352768128
4031,732187328
4032,1648646316
4033,1648648995
4034,1646697023
4035,1646744098
4036,1648646316
4037,1648648995
4038,1648648995
4039,732187328
4040,732187328
4041,732187328
4042,732187328
4043,732401028
4044,732187328
4045,732187328
4046,732187355
4047,1646697023
4048,1648648995
4049,732187328
4050,732187328
4051,1648648995
4052,732401028
4053,732187328
4054,1439144636
4055,732187328
4056,1648649016
4057,1685819702
4058,1648646316
4059,1685819696
4060,732187328
4061,1648648995
4062,732187328
4063,732187328
4064,732401028
4065,1648646316
4066,1725352245
4067,732401028
4068,732187328
4069,732187328
4070,732401169
4071,732401028
4072,1646697023
4073,1648648995
4074,1646697566
4075,732187328
4076,732187328
4077,732187328
4078,732187328
4079,1648648995
4080,1648649016
4081,1648650846
4082,1648648995
4083,732187328
4084,732187328
4085,732187328
4086,732187328
4087,1646697023
4088,13352855428
4089,1648650846
4090,732187328
4091,732187328
4092,732187328
4093,732187328
4094,1439144774
4095,732187328
4096,732187328
4097,1648648995
4098,732187328
4099,732187328
4100,1648181896
4101,1648648995
4102,732187328
4103,732401028
4104,732187349
4105,1648648995
4106,732187328
4107,1648646316
4108,732187328
4109,1648648995
4110,732187328
4111,1648648995
4112,732187328
4113,732187355
4114,1648648995
4115,1648648995
4116,1648648995
4117,732401028
4118,1648648995
4119,732187328
4120,6513709873
4121,1648648995
4122,1648174978
4123,732187328
4124,732187328
4125,13352855428
4126,732187328
4127,1648648995
4128,732187328
4129,1648648995
4130,1690173969
4131,1648648995
4132,732187328
4133,1648648995
4134,1648648995
4135,732187328
4136,732187328
4137,1648648995
4138,732187328
4139,732187328
4140,1648649016
4141,1648648995
4142,13352855428
4143,1648648995
4144,1724638222
4145,1648648995
4146,732187349
4147,1648648995
4148,732187328
4149,732187328
4150,1648648995
4151,1648648995
4152,732187328
4153,1648648995
4154,732187328
4155,1648646316
4156,732187328
4157,1648649016
4158,1648648995
4159,1648648995
4160,732187328
4161,732187328
4162,1648648995
4163,1648646316
4164,732187328
4165,732187328
4166,732187328
4167,732187328
4168,732187328
4169,732187328
4170,1648646316
4171,732187328
4172,1648646316
4173,1648649016
4174,732187349
4175,1648648995
4176,1725352245
4177,732187328
4178,732187328
4179,1685819696
4180,732187328
4181,1648648995
4182,1648648995
4183,13352855428
4184,1648648995
4185,732187328
4186,1648648995
4187,732187328
4188,732187328
4189,1648648995
4190,1648648995
4191,732187355
4192,1648648995
4193,732187328
4194,1648648995
4195,1648648995
4196,1648648995
4197,1646697023
4198,732187328
4199,1648648995
4200,1646744098
4201,732187328
4202,732187328
4203,1783520608
4204,1725352245
4205,1648649016
4206,732187328
4207,732187328
4208,732187328
4209,1648648995
4210,732187328
4211,732401028
4212,1648648995
4213,1648648995
4214,12758678095
4215,732187328
4216,1648181896
4217,732187328
4218,1648648995
4219,12758678095
4220,1648648995
4221,1648648995
4222,1690173969
4223,1646697023
4224,1648648995
4225,1648646316
4226,1648646316
4227,1648181434
4228,732187328
4229,732187328
4230,732187328
4231,12758678095
4232,13352855428
4233,732187328
4234,732187328
4235,1648648995
4236,732401028
4237,732401028
4238,732187355
4239,732187328
4240,732187328
4241,732187328
4242,732187328
4243,732187328
4244,1648648995
4245,732187328
4246,1648648995
4247,2083803500
4248,1054206170
4249,1646697023
4250,1646744098
4251,732401028
4252,732187328
4253,1724235562
4254,732187328
4255,732187328
4256,1648648995
4257,732187328
4258,732187355
4259,732187328
4260,1648648995
4261,732187328
4262,1648648995
4263,732187328
4264,732187328
4265,732187328
4266,12758678095
4267,732187328
4268,732187328
4269,732187328
4270,1648648995
4271,1648648995
4272,732187328
4273,1648648995
4274,732187328
4275,1054206170
4276,1685819702
4277,732187328
4278,1648646316
4279,732187328
4280,732187328
4281,732187328
4282,2083803500
4283,732187328
4284,732187328
4285,732187328
4286,1648648995
4287,732401028
4288,1703727077
4289,1648649016
4290,732401028
4291,1648648995
4292,732187328
4293,732187355
4294,732187328
4295,732187328
4296,732187328
4297,732187328
4298,732187328
4299,1648648995
4300,1648648995
4301,732187328
4302,13352855434
4303,732187328
4304,1648646316
4305,1704143893
4306,732187328
4307,1648646316
4308,1704143893
4309,1648648995
4310,1648648995
4311,1648140392
4312,1648648995
4313,1648648995
4314,732187328
4315,732187328
4316,1646697023
4317,732187328
4318,1648648995
4319,1439144636
4320,732187328
4321,1648648995
4322,1646697023
4323,1648648995
4324,1648648995
4325,732187328
4326,732187328
4327,1685819708
4328,732401028
4329,1648648995
4330,732187328
4331,1648648995
4332,732187328
4333,1648649016
4334,13352855428
4335,732187355
4336,1648648995
4337,1648648995
4338,1648648995
4339,1042446156
4340,732187328
4341,732187328
4342,732187349
4343,1648648995
4344,1646697566
4345,732187355
4346,732401028
4347,732187328
4348,1439144636
4349,732187355
4350,732187328
4351,1648181434
4352,1648648995
4353,732187328
4354,1648648995
4355,1783520608
4356,13352855428
4357,1646697023
4358,732187328
4359,1648648995
4360,732187355
4361,1648648995
4362,1648648995
4363,732187328
4364,732187328
4365,732187328
4366,1648648995
4367,1691163013
4368,13352855428
4369,1648648995
4370,1724638222
4371,10584328479
4372,1646744086
4373,732187328
4374,1439144774
4375,732187328
4376,732401028
4377,732401028
4378,1486016055
4379,732187328
4380,1439144636
4381,732187328
4382,732187328
4383,1486016055
4384,732187328
4385,732187328
4386,732187328
4387,1725352245
4388,732401028
4389,732187328
4390,732187328
4391,732187328
4392,1042446156
4393,1648648995
4394,732187328
4395,1648648995
4396,1042446156
4397,1648648995
4398,732401028
4399,1646744086
4400,1648649016
4401,732187328
4402,1647220698
4403,1648648995
4404,1648648995
4405,732187328
4406,732187328
4407,1648648995
4408,13352855428
4409,732187328
4410,732187355
4411,1648648995
4412,1648648995
4413,1648648995
4414,732187328
4415,732187328
4416,732401028
4417,732187328
4418,1648648995
4419,732187355
4420,13352855428
4421,13352768134
4422,1648648995
4423,1724235562
4424,732187328
4425,732187328
4426,732187328
4427,732401028
4428,1648648995
4429,732187328
4430,1648648995
4431,732187328
4432,1042446156
4433,1725306945
4434,732187355
4435,732187328
4436,1685819702
4437,1648648995
4438,732187355
4439,732187328
4440,1648649016
4441,732187328
4442,732187328
4443,732187328
4444,732187328
4445,732187349
4446,1685819702
4447,1648648995
4448,732187328
4449,732187349
4450,1648648995
4451,1725352245
4452,1648648995
4453,732187328
4454,732187328
4455,1646697023
4456,1648648995
4457,732187349
4458,1648648995
4459,1648648995
4460,732187328
4461,1648646316
4462,732187328
4463,732187328
4464,1648646316
4465,1648649016
4466,732187328
4467,1648181896
4468,1648646316
4469,1646697566
4470,732187328
4471,732187328
4472,732187328
4473,1648181434
4474,732187328
4475,1648648995
4476,732187355
4477,732187328
4478,732187328
4479,1054206170
4480,1648648995
4481,1646697566
4482,13352855428
4483,1646697566
4484,732187355
4485,1648649016
4486,732401028
4487,1646697023
4488,732187328
4489,732187328
4490,1648648995
4491,732187328
4492,732187349
4493,1648648995
4494,732187328
4495,1685819702
4496,732187328
4497,1648648995
4498,1648646316
4499,732187355
4500,732187328
4501,1648648995
4502,732187328
4503,1725352245
4504,1648648995
4505,283167502
4506,732187328
4507,1648648995
4508,1648646316
4509,1648648995
4510,732187328
4511,1648646316
4512,1648646316
4513,732187328
4514,732187328
4515,732401028
4516,732187328
4517,13352855428
4518,732187328
4519,732187328
4520,12758678095
4521,1648648995
4522,1648648995
4523,1648648995
4524,732187328
4525,732187328
4526,732187328
4527,732187328
4528,732187328
4529,1648648995
4530,732187328
4531,13352855428
4532,732187328
4533,732187328
4534,1648646316
4535,732187328
4536,1648648995
4537,1648648995
4538,732187328
4539,732187328
4540,1648648995
4541,732401028
4542,732187355
4543,732187328
4544,13352855428
4545,732187328
4546,732187328
4547,1054206170
4548,1648646316
4549,1648648995
4550,732187328
4551,732187328
4552,732187355
4553,1648649016
4554,732187328
4555,732187355
4556,1648648995
4557,732187328
4558,12758678095
4559,732187328
4560,732187328
4561,1648646316
4562,1646697566
4563,1704861252
4564,1648648995
4565,732187355
4566,1648140392
4567,1648648995
4568,1725352245
4569,732187355
4570,732187328
4571,732401028
4572,732187355
4573,1648648995
4574,732187328
4575,732187355
4576,1648646316
4577,1648646316
4578,732187328
4579,1648646316
4580,1042446156
4581,732187328
4582,732187328
4583,1685819702
4584,1648649016
4585,732187328
4586,1648648995
4587,732401028
4588,732187328
4589,1648648995
4590,732187328
4591,732401028
4592,1648648995
4593,732187328
4594,1648648995
4595,732187328
4596,732187328
4597,2083803500
4598,732187328
4599,732187355
4600,1648648995
4601,1648648995
4602,1648648995
4603,732401169
4604,732187328
4605,1648648995
4606,732187355
4607,732187328
4608,13352855428
4609,732187328
4610,732187328
4611,1725352245
4612,1648646316
4613,1646697023
4614,732187328
4615,732187328
4616,732187328
4617,1648646316
4618,1691163013
4619,732187328
4620,1042446162
4621,732187328
4622,1648648995
4623,1691163013
4624,1439144774
4625,1054206170
4626,1648646316
4627,1691163013
4628,732187328
4629,1648646316
4630,732401028
4631,732187328
4632,1648648995
4633,732401028
4634,732187328
4635,1690173969
4636,732187328
4637,732187328
4638,732401028
4639,732187328
4640,732187328
4641,732187328
4642,13352768128
4643,1783520608
4644,1648648995
4645,1648648995
4646,1648648995
4647,732187355
4648,732187328
4649,732187355
4650,732187355
4651,1439144636
4652,732187328
4653,732401028
4654,732187328
4655,1042446156
4656,732187328
4657,1648648995
4658,1724235562
4659,732187328
4660,732187328
4661,1648648995
4662,732187355
4663,1648648995
4664,732187355
4665,732187355
4666,732187328
4667,1042446156
4668,732187355
4669,732187328
4670,1648648995
4671,1725352245
4672,1646697023
4673,283372265
4674,1646697023
4675,732187328
4676,732187328
4677,732401028
4678,13352768128
4679,732187328
4680,732187355
4681,1648648995
4682,732187328
4683,732187328
4684,1648648995
4685,1648648995
4686,732187328
4687,732187328
4688,732187328
4689,1648648995
4690,732187328
4691,1646697566
4692,732187328
4693,732187328
4694,1439144636
4695,1648648995
4696,1648646316
4697,1648648995
4698,1648646316
4699,1648648995
4700,1646697566
4701,1648649016
4702,732187328
4703,1646697566
4704,732187349
4705,1648648995
4706,1648648995
4707,1648648995
4708,732187328
4709,1648648995
4710,732187328
4711,1690173969
4712,1648646316
4713,732187328
4714,732187328
4715,732187328
4716,1648648995
4717,1648646316
4718,1648648995
4719,1486016055
4720,2083803500
4721,1725352245
4722,13352768128
4723,732187328
4724,1648648995
4725,1486016055
4726,1042446156
4727,732187328
4728,1648648995
4729,732187328
4730,1439144774
4731,732187328
4732,732401028
4733,732187355
4734,732187328
4735,732187328
4736,732187355
4737,732187328
4738,732187328
4739,12758678095
4740,12758678095
4741,732187328
4742,732187328
4743,1439144771
4744,1648140227
4745,10584328479
4746,13352855428
4747,1648181896
4748,1685819702
4749,1704861252
4750,732187328
4751,732187328
4752,2083803500
4753,732187349
4754,732187328
4755,1648646316
4756,732187328
4757,1648648995
4758,1646744098
4759,1648648995
4760,1648648995
4761,1042446156
4762,1648648995
4763,1648648995
4764,732187328
4765,732187328
4766,1439144636
4767,732187328
4768,1648648995
4769,1648646316
4770,732401028
4771,1648646316
4772,1648648995
4773,732187328
4774,1648648995
4775,1685819702
4776,732401028
4777,1648646316
4778,1648646316
4779,732187328
4780,1725352245
4781,1648648995
4782,1646697566
4783,1685819702
4784,732187328
4785,10584328479
4786,1725352245
4787,1042446162
4788,1648648995
4789,1648648995
4790,732401028
4791,732187328
4792,732401028
4793,732187355
4794,732401028
4795,1648648995
4796,732401028
4797,1648648995
4798,1648646316
4799,732187328
4800,1648648995
4801,732187328
4802,1648648995
4803,732187328
4804,1648648995
4805,732187328
4806,1648646316
4807,1648648995
4808,1646697023
4809,732187328
4810,1646697566
4811,732187328
4812,732187328
4813,1646697566
4814,1648648995
4815,732187328
4816,732187328
4817,732187328
4818,1648648995
4819,732401028
4820,732187328
4821,1648648995
4822,732187355
4823,1648649016
4824,1648646316
4825,732187328
4826,1648648995
4827,732187328
4828,1648648995
4829,1648648995
4830,732187328
4831,1439144774
4832,1648648995
4833,732401028
4834,732187355
4835,1724235562
4836,732187328
4837,732401028
4838,1646697566
4839,1646697566
4840,13352855428
4841,732187328
4842,732187328
4843,1648648995
4844,732401028
4845,732187328
4846,1648646316
4847,732187328
4848,732187328
4849,1042446156
4850,732187328
4851,1646744086
4852,732187328
4853,732187328
4854,732187328
4855,732187328
4856,732187328
4857,732187328
4858,732187328
4859,1648140392
4860,13352855428
4861,732187328
4862,1648648995
4863,1646744098
4864,732401028
4865,1646744098
4866,732187328
4867,732187328
4868,732187328
4869,732187328
4870,732187349
4871,732187328
4872,732187328
4873,732401028
4874,732187355
4875,1648646316
4876,732187328
4877,732401028
4878,732187328
4879,732401028
4880,732187328
4881,732187328
4882,732187328
4883,1042446138
4884,732187328
4885,1648648995
4886,732401028
4887,732187328
4888,1439144774
4889,732187328
4890,1648648995
4891,1648648995
4892,1648648995
4893,1725352245
4894,732401028
4895,12758678095
4896,732187328
4897,732187328
4898,1648140227
4899,1648648995
4900,732187328
4901,732401028
4902,732187328
4903,732187328
4904,1648181896
4905,732187328
4906,1648181896
4907,732187328
4908,1646697020
4909,732187328
4910,1648174978
4911,1646697020
4912,1648648995
4913,732187328
4914,732187355
4915,13352855428
4916,1646744098
4917,1648648995
4918,1648648995
4919,732187328
4920,732187328
4921,732187349
4922,1648648995
4923,732401028
4924,11378120103
4925,1439144636
4926,732187328
4927,1648648995
4928,1648646316
4929,1042446156
4930,732187328
4931,1648648995
4932,1042446156
4933,1648646316
4934,732187328
4935,732187328
4936,732187328
4937,1648648995
4938,13352855434
4939,1648181434
4940,732187355
4941,1486016055
4942,732187328
4943,1646697566
4944,1648140227
4945,1648648995
4946,732187328
4947,732187328
4948,1648648995
4949,1648648995
4950,732187328
4951,732187328
4952,1648648995
4953,1648648995
4954,13352855434
4955,10584328479
4956,1648648995
4957,1725352245
4958,732187328
4959,732187328
4960,732187328
4961,1646697023
4962,732187355
4963,1648648995
4964,1648648995
4965,732187328
4966,732187355
4967,732187328
4968,1648648995
4969,1648648995
4970,732187355
4971,732187349
4972,732187328
4973,732401028
4974,732187355
4975,732187328
4976,1648648995
4977,732187328
4978,1685819696
4979,1648646316
4980,1648648995
4981,1648648995
4982,732187328
4983,1648648995
4984,732187328
4985,1690173969
4986,732187328
4987,732187328
4988,732187328
4989,732187328
4990,732187328
4991,11378120103
4992,732187328
4993,732187328
4994,732187328
4995,1648648995
4996,1725306945
4997,1648648995
4998,11378120103
4999,732187328
5000,1648648995
5001,1648648995
5002,732187328
5003,1648648995
5004,732187328
5005,732187328
5006,1648648995
5007,1648648995
5008,1648648995
5009,13352855428
5010,1646697023
5011,13352855428
5012,1691163013
5013,1647220728
5014,732187328
5015,1646744098
5016,732187349
5017,732187328
5018,732187328
5019,732187328
5020,732187328
5021,732187328
5022,732187355
5023,1648648995
5024,732187328
5025,1648648995
5026,732401028
5027,732401028
5028,1648648995
5029,732187349
5030,13352768128
5031,732187328
5032,732187328
5033,1646697020
5034,732187328
5035,13352855428
5036,732401028
5037,1648648995
5038,732187328
5039,732187355
5040,732401028
5041,732187328
5042,732187328
5043,732401028
5044,1685819702
5045,732187328
5046,732187328
5047,1648648995
5048,1648648995
5049,1648648995
5050,732187328
5051,1648648995
5052,732187328
5053,732187328
5054,732187328
5055,732187355
5056,1648648995
5057,1648648995
5058,1648646316
5059,732187328
5060,732187328
5061,732187328
5062,732187328
5063,1648648995
5064,1648140227
5065,732187355
5066,732187328
5067,13352855428
5068,1648648995
5069,732187328
5070,1648648995
5071,732187328
5072,732187328
5073,1648648995
5074,1648648995
5075,1648648995
5076,732187328
5077,1648181437
5078,6513709333
5079,732187349
5080,732187328
5081,732187328
5082,732187328
5083,13352855428
5084,732187328
5085,732187355
5086,13352768128
5087,732187328
5088,732187328
5089,732187328
5090,732187328
5091,732187328
5092,1691163013
5093,732187328
5094,1648648995
5095,1646697566
5096,732187328
5097,1725352245
5098,1648648995
5099,1648646316
5100,732187328
5101,1646697023
5102,1648648995
5103,732187328
5104,732401028
5105,1648648995
5106,1648648995
5107,732187328
5108,732401031
5109,13352855434
5110,1648648995
5111,732187328
5112,1648648995
5113,1648648995
5114,732187328
5115,1648648995
5116,732187328
5117,732187328
5118,732187328
5119,732187328
5120,732187328
5121,1648648995
5122,732187328
5123,732401028
5124,13352768128
5125,13352768128
5126,2083803500
5127,732187328
5128,1648648995
5129,732187328
5130,732187328
5131,732187328
5132,1648648995
5133,732187328
5134,732187328
5135,12758678095
5136,732401028
5137,1648648995
5138,732187328
5139,732187328
5140,732187328
5141,732187328
5142,732401169
5143,732187328
5144,732187328
5145,1648181896
5146,1648646316
5147,732187328
5148,283493065
5149,732187328
5150,732187328
5151,1648648995
5152,1725352245
5153,732187328
5154,13352768134
5155,732187328
5156,13352855434
5157,1648648995
5158,732187328
5159,13352855434
5160,732187355
5161,1648648995
5162,10584328479
5163,1648646316
5164,732187328
5165,1648646316
5166,732187328
5167,732401028
5168,732187328
5169,732187355
5170,732187328
5171,732187328
5172,732187355
5173,1648648995
5174,732187328
5175,1648648995
5176,732187328
5177,732187328
5178,732187328
5179,1648646316
5180,10584328479
5181,1648646316
5182,732401028
5183,1648648995
5184,1648646316
5185,732187328
5186,1648648995
5187,732187355
5188,1648648995
5189,13352768128
5190,1648648995
5191,732187328
5192,1648646316
5193,283493059
5194,732187349
5195,1648648995
5196,732401028
5197,1648648995
5198,1648648995
5199,1648648995
5200,1646697023
5201,732401028
5202,732187328
5203,1648646316
5204,1486016055
5205,732187355
5206,732187328
5207,1648648995
5208,1648646316
5209,1648648995
5210,732187328
5211,732187328
5212,1648650846
5213,1646697023
5214,1648648995
5215,13352768134
5216,1646697023
5217,1648648995
5218,1648648995
5219,732187349
5220,732187328
5221,1648648995
5222,1783520608
5223,1648648995
5224,1648646316
5225,732187328
5226,1648648995
5227,1648648995
5228,732187328
5229,1042446156
5230,1648650846
5231,1646744098
5232,1648648995
5233,1646744098
5234,732187328
5235,732187328
5236,1648650846
5237,1648648995
5238,1486016055
5239,732401028
5240,1646744098
5241,1646744098
5242,732187328
5243,732187328
5244,732187328
5245,732187355
5246,732187328
5247,1648648995
5248,1725352245
5249,732187328
5250,732187328
5251,1685819702
5252,1648648995
5253,1646697566
5254,732187328
5255,732187328
5256,1704160543
5257,1646697566
5258,732187328
5259,1685819708
5260,732187328
5261,1648648995
5262,732187328
5263,1648646316
5264,1648648995
5265,1648140647
5266,732401028
5267,732187328
5268,732187328
5269,1648648995
5270,732187328
5271,1648648995
5272,1042446156
5273,1648646316
5274,12119304880
5275,1647220698
5276,9826105904
5277,732187328
5278,1647220776
5279,732187328
5280,732187328
5281,732187328
5282,732187328
5283,12119304874
5284,1648646316
5285,1439144636
5286,732187328
5287,732187328
5288,732187328
5289,732187328
5290,1685819696
5291,732187328
5292,2083803500
5293,1648648995
5294,732187328
5295,1648648995
5296,1646744098
5297,13352855434
5298,732187328
5299,732187349
5300,2083803500
5301,13352768128
5302,732187328
5303,1783520608
5304,1042446138
5305,732187328
5306,1648648995
5307,732187328
5308,732401028
5309,1648648995
5310,732187328
5311,1648181434
5312,1648648995
5313,1648648995
5314,1648648995
5315,732187328
5316,1648648995
5317,732187328
5318,1648646316
5319,1648648995
5320,1647220776
5321,1648648995
5322,732401028
5323,1648648995
5324,732187328
5325,13352855434
5326,732187328
5327,732187328
5328,1648648995
5329,1648648995
5330,1648648995
5331,732187328
5332,1685819702
5333,1648648995
5334,732401028
5335,1648646316
5336,2083803500
5337,732187328
5338,1704143893
5339,1648648995
5340,1648648995
5341,1648140647
5342,1648648995
5343,732187328
5344,1648648995
5345,732187328
5346,1648648995
5347,732187328
5348,1648648995
5349,1690173969
5350,1648648995
5351,1648648995
5352,732187328
5353,1646697023
5354,1042446156
5355,13352855428
5356,732401028
5357,1648648995
5358,732187355
5359,1648648995
5360,732401028
5361,1648648995
5362,1648648995
5363,732187328
5364,732401028
5365,283492960
5366,732401028
5367,1648648995
5368,1648648995
5369,11378120115
5370,283167522
5371,1648648995
5372,732187355
5373,732187328
5374,1648648995
5375,1648648995
5376,1648648995
5377,1648648995
5378,1648646316
5379,1648646316
5380,1648648995
5381,1646697023
5382,1648648995
5383,11378120115
5384,732187328
5385,1648648995
5386,1646697566
5387,732187355
5388,1648648995
5389,1648140227
5390,732187328
5391,1439144774
5392,732187328
5393,732401028
5394,1648648995
5395,1648648995
5396,1439144774
5397,732187328
5398,732187328
5399,13352768128
5400,13352855425
5401,13352855428
5402,732187328
5403,732187328
5404,1648648995
5405,732187328
5406,732187328
5407,1042446156
5408,1648648995
5409,1648648995
5410,732187328
5411,732187328
5412,1648648995
5413,1648648995
5414,732187328
5415,732187328
5416,1042446156
5417,1648648995
5418,732187328
5419,732187340
5420,13352855434
5421,732187355
5422,1646697566
5423,732187355
5424,732187328
5425,1685819708
5426,732187328
5427,1646697020
5428,1646697023
5429,1648648995
5430,732187328
5431,732401028
5432,732187328
5433,1646697023
5434,2083803500
5435,732401169
5436,1486016055
5437,1646697023
5438,732187328
5439,1685819708
5440,732187328
5441,732187355
5442,732187328
5443,732187328
5444,732187355
5445,732401169
5446,1648648995
5447,1648648995
5448,732401028
5449,732187328
5450,732187328
5451,732187328
5452,732187328
5453,732187328
5454,1648648995
5455,732187355
5456,1648648995
5457,1648648995
5458,1685819702
5459,732187328
5460,1704160546
5461,732187328
5462,1646744086
5463,732187328
5464,1042446156
5465,1648648995
5466,1646744098
5467,13352855428
5468,732187328
5469,732187328
5470,1648648995
5471,732187328
5472,732187328
5473,1648648995
5474,1646697566
5475,1648648995
5476,1724235562
5477,732187328
5478,1648648995
5479,12119304874
5480,732187328
5481,732187349
5482,1648648995
5483,732187328
5484,732187328
5485,732187328
5486,1648648995
5487,1690173972
5488,1647220776
5489,1648648995
5490,1691163013
5491,732187328
5492,13352855428
5493,732187328
5494,732187328
5495,13352768128
5496,1648648995
5497,732187328
5498,1648181434
5499,1648648995
5500,1054206170
5501,732187349
5502,732187328
5503,732187328
5504,732187328
5505,732187355
5506,1042446156
5507,1648648995
5508,1648648995
5509,1690173969
5510,732187355
5511,283493060
5512,732187328
5513,732187328
5514,732187328
5515,732187328
5516,1648648995
5517,1690173978
5518,1691163013
5519,732187328
5520,732187328
5521,732187328
5522,732401028
5523,1648648995
5524,13352768128
5525,13352855428
5526,1691163013
5527,1042446156
5528,1042446156
5529,732187328
5530,1648648995
5531,732187328
5532,732187355
5533,732187328
5534,732187355
5535,732187328
5536,10584328479
5537,1685819702
5538,1648648995
5539,732187328
5540,1648648995
5541,1042446156
5542,1042446162
5543,732187355
5544,732187328
5545,1646697566
5546,732187328
5547,1648648995
5548,732187355
5549,1648648995
5550,1648648995
5551,1042446156
5552,732187328
5553,1648648995
5554,1648648995
5555,732187328
5556,1648648995
5557,1691163013
5558,1648648995
5559,732401028
5560,1648648995
5561,732187328
5562,732187349
5563,1439144636
5564,732187355
5565,732187328
5566,732187328
5567,732187355
5568,1648648995
5569,732187349
5570,283167522
5571,732187328
5572,732187328
5573,732187328
5574,1648648995
5575,732187328
5576,732187355
5577,1648648995
5578,1648648995
5579,732187328
5580,13352855434
5581,732187328
5582,732187355
5583,732187328
5584,1439144636
5585,732187328
5586,732187355
5587,732187328
5588,1646697566
5589,732187328
5590,1042446156
5591,1690173969
5592,1648648995
5593,1042446156
5594,1648648995
5595,732187355
5596,732187328
5597,1648648995
5598,732187328
5599,732187328
5600,1042446156
5601,1648648995
5602,732187328
5603,732187328
5604,732187328
5605,732187355
5606,1646744098
5607,2083803500
5608,1691163013
5609,1042446156
5610,732187328
5611,13352855428
5612,1648648995
5613,732187349
5614,732187328
5615,1646697566
5616,1648648995
5617,1646744098
5618,1648648995
5619,1648648995
5620,732187328
5621,732187328
5622,1042446156
5623,1648648995
5624,1648174978
5625,732187328
5626,1648648995
5627,1725352245
5628,732401028
5629,1725352245
5630,732187328
5631,1724638222
5632,1648648995
5633,13352855428
5634,732401028
5635,1648648995
5636,732187328
5637,1646697566
5638,1648648995
5639,13352855428
5640,732187328
5641,732187328
5642,732187349
5643,732187328
5644,732187328
5645,732187328
5646,1648648995
5647,1646697566
5648,732187328
5649,732187355
5650,732187355
5651,1648648995
5652,732187328
5653,732187328
5654,1648648995
5655,1648648995
5656,732187328
5657,732401028
5658,12758678095
5659,732187355
5660,732187328
5661,2083803500
5662,1648648995
5663,732187328
5664,732187328
5665,10584328479
5666,1042446156
5667,1646697023
5668,732187328
5669,1648648995
5670,1704861252
5671,2083803500
5672,732187328
5673,732187328
5674,13352768128
5675,732187328
5676,1648648995
5677,1648648995
5678,1646697023
5679,1648648995
5680,1042446138
5681,732187328
5682,1648648995
5683,732187328
5684,732187328
5685,732187328
5686,732187328
5687,732187328
5688,732187328
5689,13352855428
5690,1648648995
5691,13352768125
5692,732187328
5693,732187328
5694,732187328
5695,732187328
5696,732187328
5697,732187328
5698,1704861252
5699,732401028
5700,1646697566
5701,13352855428
5702,1439144636
5703,732187328
5704,732187328
5705,732187328
5706,732187328
5707,1646697566
5708,732401028
5709,1648648995
5710,732187355
5711,1648648995
5712,1648648995
5713,1648648995
5714,1648648995
5715,732187328
5716,732187328
5717,732187328
5718,1725352245
5719,13352855428
