,adg
3618,46724581628
3619,46724581628
3620,46724581628
3621,46724581628
3622,46724581628
3623,62589383945
3624,46724581628
3625,46724581628
3626,46724581628
3627,46724581628
3628,58613330770
3629,46724585188
3630,46724581628
3631,62589383945
3632,62699238226
3633,46724585188
3634,46724581628
3635,46724581628
3636,46724585188
3637,64322688885
3638,46724581628
3639,46724581628
3640,46724581628
3641,46724585188
3642,62589383945
3643,46724581428
3644,62589482065
3645,46724587148
3646,106303760844
3647,46724581628
3648,63912889335
3649,58613330770
3650,46724581628
3651,126242467412
3652,62589383945
3653,58613330770
3654,62589383945
3655,46724581628
3656,58613330770
3657,62589383945
3658,54995537223
3659,62589383945
3660,46724581628
3661,54995537223
3662,46724581628
3663,46724581628
3664,58527617970
3665,46724587148
3666,68652743208
3667,46724587148
3668,46724581428
3669,46724581628
3670,61477462725
3671,46724581628
3672,68652743208
3673,46724585188
3674,46724581628
3675,58613330770
3676,54995537263
3677,46724581628
3678,54995537223
3679,46724581628
3680,46724587148
3681,62589383945
3682,46724581628
3683,62589383945
3684,58613330770
3685,46724581628
3686,58613330770
3687,68652743208
3688,46724581628
3689,114160420529
3690,46724581628
3691,62589383945
3692,68652743168
3693,58527968130
3694,68652743208
3695,62589383945
3696,46724585188
3697,46724581628
3698,61477462725
3699,46724585188
3700,46724585188
3701,46724581628
3702,46724581628
3703,46724581628
3704,46724585188
3705,62589383945
3706,54995537263
3707,46724587148
3708,46724581628
3709,46724581628
3710,62589383945
3711,46724581628
3712,62589383945
3713,46724581628
3714,62589383945
3715,46724581628
3716,62589383945
3717,46724584708
3718,56880991425
3719,46724581628
3720,62589383945
3721,62589383945
3722,64322688885
3723,68652743208
3724,46724585188
3725,68652743208
3726,46724581628
3727,67275878133
3728,58613330770
3729,73019156532
3730,46724581628
3731,46724581628
3732,46724581628
3733,46724581628
3734,46724581628
3735,46724581628
3736,62589383945
3737,46724581628
3738,68652743168
3739,46724581628
3740,46724581628
3741,67441804237
3742,46724581628
3743,46724581628
3744,46724581428
3745,46724581628
3746,62589383945
3747,46724587148
3748,126242467412
3749,58613330770
3750,54995537263
3751,46724581628
3752,68563611488
3753,62589383945
3754,46724581428
3755,64322688885
3756,62589383945
3757,46724581628
3758,64629789553
3759,46724587148
3760,46724581628
3761,46724581628
3762,46724581628
3763,46724581628
3764,58613330770
3765,126242468132
3766,46724581428
3767,62589383945
3768,68652743208
3769,46724581628
3770,46724585188
3771,46724581628
3772,46724581628
3773,64322688885
3774,46724581628
3775,58613330770
3776,73019156532
3777,62589383945
3778,62699232466
3779,114160419809
3780,77157998339
3781,46724585188
3782,68652743208
3783,46724581628
3784,68652743168
3785,126733863807
3786,62589383945
3787,62589383945
3788,58613330770
3789,46724584708
3790,54995539183
3791,46724581628
3792,46724581628
3793,46724585188
3794,62589383945
3795,73019156532
3796,46724581628
3797,62589383945
3798,46724581628
3799,62589383945
3800,73019156532
3801,69127825369
3802,62589383945
3803,58613330770
3804,46724581628
3805,62589383945
3806,46724581628
3807,62589383945
3808,73019156532
3809,58613330770
3810,61477462725
3811,62589383945
3812,126733863807
3813,46724581628
3814,46724581628
3815,58613330770
3816,46724587148
3817,46724585188
3818,46724585188
3819,46724585188
3820,46724581628
3821,62589383945
3822,46724587148
3823,46724585188
3824,64092327565
3825,46724587148
3826,46724587148
3827,46724581628
3828,62589383945
3829,68563611488
3830,69331918055
3831,46724581628
3832,62589383945
3833,46724581628
3834,46724584708
3835,46724585188
3836,46724587148
3837,65960618775
3838,46724581628
3839,46724584708
3840,46724581628
3841,63912889335
3842,68563611488
3843,46724581628
3844,58613330770
3845,46724581428
3846,46724581628
3847,126733863807
3848,46724587148
3849,46724581628
3850,68563611488
3851,46724587148
3852,46724581628
3853,46724581628
3854,62589383945
3855,46724581628
3856,46724581628
3857,46724581628
3858,62589383945
3859,46724581628
3860,62589383945
3861,46724581428
3862,46724581628
3863,68652743208
3864,62589383945
3865,46724581628
3866,46724581628
3867,62589383945
3868,67441804237
3869,54995539343
3870,46724581428
3871,46724585188
3872,68563611488
3873,67441804237
3874,68563611488
3875,65960618775
3876,58613330770
3877,46724581628
3878,46724585188
3879,77157998339
3880,46724581628
3881,46724581628
3882,46724585188
3883,63912889335
3884,46724585188
3885,46724585188
3886,46724585188
3887,46724581628
3888,46724587148
3889,58613330770
3890,62589383945
3891,77157998339
3892,46724581628
3893,46724581628
3894,46724585188
3895,77157998339
3896,62589383945
3897,62589383945
3898,46724581628
3899,46724581628
3900,46724581628
3901,126733863807
3902,46724581628
3903,65960618775
3904,126242467572
3905,46724581628
3906,46724581628
3907,46724581628
3908,61477462725
3909,46724581628
3910,46724581628
3911,62589383945
3912,46724581628
3913,62589383945
3914,64322688885
3915,62589383945
3916,62589383945
3917,46724581428
3918,46724581628
3919,68652743168
3920,46724581628
3921,61477462725
3922,62589383945
3923,126733863807
3924,46724581628
3925,62589383945
3926,62589383945
3927,118216881010
3928,118216881250
3929,126733863807
3930,46724581628
3931,46724581628
3932,62589383945
3933,118216881250
3934,106303760844
3935,62589383945
3936,62589383945
3937,118216881250
3938,61477462725
3939,62589383945
3940,69331918055
3941,62589383945
3942,73019156532
3943,46724581628
3944,54995537263
3945,62589383945
3946,46724581628
3947,46724581628
3948,64354805232
3949,62589383945
3950,65960618775
3951,62589383945
3952,46724584708
3953,68652743208
3954,68652743208
3955,46724587148
3956,46724581628
3957,46724584708
3958,118216881290
3959,46724581628
3960,126733863807
3961,64322688685
3962,64092328045
3963,62589383945
3964,62589383945
3965,46724581628
3966,126733864207
3967,68652743208
3968,46724581628
3969,62589383945
3970,54995539343
3971,46724581628
3972,46724581628
3973,62589383945
3974,46724581628
3975,46724581628
3976,46724581628
3977,46724581628
3978,46724581628
3979,46724581628
3980,46724581628
3981,61474768742
3982,46724581628
3983,62699238226
3984,62589383945
3985,58527617970
3986,61474768742
3987,46724581628
3988,64092328045
3989,68652743168
3990,68652743168
3991,58613330770
3992,46724581428
3993,56880991425
3994,46724581628
3995,68652743168
3996,46724587148
3997,46724585188
3998,46724581428
3999,46724581628
4000,46724581628
4001,46724584708
4002,64092327565
4003,62589383945
4004,58527617970
4005,46724581628
4006,62589383945
4007,46724585188
4008,62589383945
4009,64092327565
4010,62589383945
4011,46724581628
4012,46724581628
4013,46724581628
4014,46724581628
4015,46724581628
4016,63912889335
4017,65960618775
4018,46724587148
4019,62589383945
4020,46724581628
4021,46724581428
4022,62589383945
4023,62589383945
4024,46724581628
4025,46724581628
4026,46724581628
4027,58613330770
4028,46724581628
4029,46724581628
4030,118216881010
4031,46724581628
4032,58613330770
4033,62589383945
4034,61477462725
4035,58527617970
4036,58613330770
4037,62589383945
4038,62589383945
4039,46724581628
4040,46724581628
4041,46724581628
4042,46724581628
4043,46724585188
4044,46724581628
4045,46724581628
4046,46724587148
4047,61477462725
4048,62589383945
4049,46724581628
4050,46724581628
4051,62589383945
4052,46724585188
4053,46724581628
4054,54995537263
4055,46724581628
4056,68652743208
4057,64092327965
4058,58613330770
4059,64092327565
4060,46724581628
4061,62589383945
4062,46724581628
4063,46724581628
4064,46724585188
4065,58613330770
4066,73019156532
4067,46724585188
4068,46724581628
4069,46724581628
4070,46724582828
4071,46724585188
4072,61477462725
4073,62589383945
4074,65960618775
4075,46724581628
4076,46724581628
4077,46724581628
4078,46724581628
4079,62589383945
4080,68652743168
4081,64092327525
4082,62589383945
4083,46724581628
4084,46724581628
4085,46724581628
4086,46724581628
4087,61477462725
4088,126733863807
4089,64092327525
4090,46724581628
4091,46724581628
4092,46724581628
4093,46724581428
4094,54995539183
4095,46724581428
4096,46724581428
4097,62589383945
4098,46724581428
4099,46724581428
4100,64629789553
4101,62589383945
4102,46724581628
4103,46724585188
4104,46724584708
4105,62589383945
4106,46724581628
4107,58613330770
4108,46724581628
4109,62589383945
4110,46724581628
4111,62589383945
4112,46724581628
4113,46724587148
4114,62589383945
4115,62589383945
4116,62589383945
4117,46724585188
4118,62589383945
4119,46724581628
4120,77894363186
4121,62589383945
4122,62589482065
4123,46724581628
4124,46724581628
4125,126733863807
4126,46724581628
4127,62589383945
4128,46724581628
4129,62589383945
4130,65960618375
4131,62589383945
4132,46724581628
4133,62589383945
4134,62589383945
4135,46724581628
4136,46724581628
4137,62589383945
4138,46724581628
4139,46724581628
4140,68652743168
4141,62589383945
4142,126733863807
4143,62589383945
4144,67277037573
4145,62589383945
4146,46724584708
4147,62589383945
4148,46724581428
4149,46724581628
4150,62589383945
4151,62589383945
4152,46724581628
4153,62589383945
4154,46724581628
4155,58613330770
4156,46724581628
4157,68652743168
4158,62589383945
4159,62589383945
4160,46724581628
4161,46724581628
4162,62589383945
4163,58613330770
4164,46724581628
4165,46724581428
4166,46724581628
4167,46724581628
4168,46724581628
4169,46724581628
4170,58613330770
4171,46724581628
4172,58613330770
4173,68652743168
4174,46724584708
4175,62589383945
4176,73019156532
4177,46724581628
4178,46724581628
4179,64092327565
4180,46724581628
4181,62589383945
4182,62589383945
4183,126733863807
4184,62589383945
4185,46724581628
4186,62589383945
4187,46724581628
4188,46724581628
4189,62589383945
4190,62589383945
4191,46724587148
4192,62589383945
4193,46724581628
4194,62589383945
4195,62589383945
4196,62589383945
4197,61477462725
4198,46724581628
4199,62589383945
4200,58527617970
4201,46724581428
4202,46724581628
4203,69331918055
4204,73019156532
4205,68652743168
4206,46724581628
4207,46724581628
4208,46724581628
4209,62589383945
4210,46724581628
4211,46724585188
4212,62589383945
4213,62589383945
4214,126242467572
4215,46724581628
4216,64629789553
4217,46724581628
4218,62589383945
4219,126242467572
4220,62589383945
4221,62589383945
4222,65960618375
4223,61477462725
4224,62589383945
4225,58613330770
4226,58613330770
4227,61474768742
4228,46724581628
4229,46724581628
4230,46724581628
4231,126242467572
4232,126733863807
4233,46724581628
4234,46724581628
4235,62589383945
4236,46724585188
4237,46724585188
4238,46724587148
4239,46724581628
4240,46724581428
4241,46724581628
4242,46724581628
4243,46724581628
4244,62589383945
4245,46724581628
4246,62589383945
4247,77157998339
4248,51242788069
4249,61477462725
4250,58527617970
4251,46724585188
4252,46724581628
4253,67441804237
4254,46724581628
4255,46724581628
4256,62589383945
4257,46724581628
4258,46724587148
4259,46724581628
4260,62589383945
4261,46724581628
4262,62589383945
4263,46724581628
4264,46724581628
4265,46724581628
4266,126242467572
4267,46724581628
4268,46724581628
4269,46724581628
4270,62589383945
4271,62589383945
4272,46724581628
4273,62589383945
4274,46724581628
4275,51242788069
4276,64092327965
4277,46724581628
4278,58613330770
4279,46724581628
4280,46724581628
4281,46724581628
4282,77157998339
4283,46724581628
4284,46724581628
4285,46724581628
4286,62589383945
4287,46724585188
4288,69127825169
4289,68652743208
4290,46724585188
4291,62589383945
4292,46724581628
4293,46724587148
4294,46724581628
4295,46724581628
4296,46724581628
4297,46724581428
4298,46724581428
4299,62589383945
4300,62589383945
4301,46724581628
4302,126733864047
4303,46724581628
4304,58613330770
4305,68027714633
4306,46724581628
4307,58613330770
4308,68027714633
4309,62589383945
4310,62589383945
4311,62699232466
4312,62589383945
4313,62589383945
4314,46724581428
4315,46724581428
4316,61477462725
4317,46724581628
4318,62589383945
4319,54995537263
4320,46724581628
4321,62589383945
4322,61477462725
4323,62589383945
4324,62589383945
4325,46724581428
4326,46724581628
4327,64092328045
4328,46724585188
4329,62589383945
4330,46724581628
4331,62589383945
4332,46724581428
4333,68652743208
4334,126733863807
4335,46724587148
4336,62589383945
4337,62589383945
4338,62589383945
4339,63912889335
4340,46724581628
4341,46724581428
4342,46724584708
4343,62589383945
4344,65960618775
4345,46724587148
4346,46724585188
4347,46724581428
4348,54995537263
4349,46724587148
4350,46724581428
4351,61474768742
4352,62589383945
4353,46724581628
4354,62589383945
4355,69331918055
4356,126733863807
4357,61477462725
4358,46724581628
4359,62589383945
4360,46724587148
4361,62589383945
4362,62589383945
4363,46724581628
4364,46724581428
4365,46724581628
4366,62589383945
4367,64322688885
4368,126733863807
4369,62589383945
4370,67277037573
4371,106303760844
4372,59797137541
4373,46724581628
4374,54995539343
4375,46724581628
4376,46724585188
4377,46724585188
4378,56880991425
4379,46724581628
4380,54995537263
4381,46724581628
4382,46724581628
4383,56880991425
4384,46724581628
4385,46724581628
4386,46724581628
4387,73019156532
4388,46724585188
4389,46724581628
4390,46724581628
4391,46724581628
4392,63912889335
4393,62589383945
4394,46724581428
4395,62589383945
4396,63912889335
4397,62589383945
4398,46724585188
4399,59797137541
4400,68652743168
4401,46724581628
4402,68563611488
4403,62589383945
4404,62589383945
4405,46724581628
4406,46724581628
4407,62589383945
4408,126733863807
4409,46724581628
4410,46724587148
4411,62589383945
4412,62589383945
4413,62589383945
4414,46724581628
4415,46724581628
4416,46724585188
4417,46724581628
4418,62589383945
4419,46724587148
4420,126733863807
4421,118216881290
4422,62589383945
4423,67441804237
4424,46724581628
4425,46724581628
4426,46724581628
4427,46724585188
4428,62589383945
4429,46724581628
4430,62589383945
4431,46724581628
4432,63912889335
4433,67275878133
4434,46724587148
4435,46724581628
4436,64092327965
4437,62589383945
4438,46724587148
4439,46724581628
4440,68652743208
4441,46724581628
4442,46724581628
4443,46724581428
4444,46724581628
4445,46724584708
4446,64092327965
4447,62589383945
4448,46724581428
4449,46724584708
4450,62589383945
4451,73019156532
4452,62589383945
4453,46724581628
4454,46724581628
4455,61477462725
4456,62589383945
4457,46724584708
4458,62589383945
4459,62589383945
4460,46724581428
4461,58613330770
4462,46724581628
4463,46724581628
4464,58613330770
4465,68652743208
4466,46724581628
4467,64629789553
4468,58613330770
4469,65960618775
4470,46724581628
4471,46724581628
4472,46724581628
4473,61474768742
4474,46724581628
4475,62589383945
4476,46724587148
4477,46724581628
4478,46724581628
4479,51242788069
4480,62589383945
4481,65960618775
4482,126733863807
4483,65960618775
4484,46724587148
4485,68652743208
4486,46724585188
4487,61477462725
4488,46724581628
4489,46724581628
4490,62589383945
4491,46724581628
4492,46724584708
4493,62589383945
4494,46724581628
4495,64092327965
4496,46724581628
4497,62589383945
4498,58613330770
4499,46724587148
4500,46724581628
4501,62589383945
4502,46724581628
4503,73019156532
4504,62589383945
4505,1250145102821511
4506,46724581628
4507,62589383945
4508,58613330770
4509,62589383945
4510,46724581628
4511,58613330770
4512,58613330770
4513,46724581628
4514,46724581628
4515,46724585188
4516,46724581428
4517,126733863807
4518,46724581628
4519,46724581628
4520,126242467572
4521,62589383945
4522,62589383945
4523,62589383945
4524,46724581628
4525,46724581628
4526,46724581428
4527,46724581628
4528,46724581628
4529,62589383945
4530,46724581628
4531,126733863807
4532,46724581628
4533,46724581628
4534,58613330770
4535,46724581628
4536,62589383945
4537,62589383945
4538,46724581428
4539,46724581428
4540,62589383945
4541,46724585188
4542,46724587148
4543,46724581628
4544,126733863807
4545,46724581628
4546,46724581628
4547,51242788069
4548,58613330770
4549,62589383945
4550,46724581628
4551,46724581628
4552,46724587148
4553,68652743208
4554,46724581628
4555,46724587148
4556,62589383945
4557,46724581628
4558,126242467412
4559,46724581628
4560,46724581628
4561,58613330770
4562,65960618775
4563,68027715993
4564,62589383945
4565,46724587148
4566,64354805232
4567,62589383945
4568,73019156532
4569,46724587148
4570,46724581628
4571,46724585188
4572,46724587148
4573,62589383945
4574,46724581628
4575,46724587148
4576,58613330770
4577,58613330770
4578,46724581628
4579,58613330770
4580,63912889335
4581,46724581628
4582,46724581628
4583,64092327965
4584,68652743208
4585,46724581628
4586,62589383945
4587,46724585188
4588,46724581628
4589,62589383945
4590,46724581628
4591,46724585188
4592,62589383945
4593,46724581628
4594,62589383945
4595,46724581428
4596,46724581628
4597,77157998339
4598,46724581628
4599,46724587148
4600,62589383945
4601,62589383945
4602,62589383945
4603,46724583028
4604,46724581628
4605,62589383945
4606,46724587148
4607,46724581628
4608,126733863807
4609,46724581628
4610,46724581628
4611,73019156532
4612,58613330770
4613,61477462725
4614,46724581628
4615,46724581428
4616,46724581628
4617,58613330770
4618,64322688885
4619,46724581628
4620,60556557005
4621,46724581628
4622,62589383945
4623,64322688885
4624,54995539183
4625,51242788069
4626,58613330770
4627,64322688885
4628,46724581628
4629,58613330770
4630,46724585188
4631,46724581628
4632,62589383945
4633,46724585188
4634,46724581628
4635,65960618375
4636,46724581628
4637,46724581628
4638,46724585188
4639,46724581628
4640,46724581628
4641,46724581628
4642,118216881010
4643,69331918055
4644,62589383945
4645,62589383945
4646,62589383945
4647,46724587148
4648,46724581628
4649,46724587148
4650,46724587148
4651,54995537263
4652,46724581628
4653,46724585188
4654,46724581628
4655,63912889335
4656,46724581628
4657,62589383945
4658,67441804237
4659,46724581628
4660,46724581628
4661,62589383945
4662,46724587148
4663,62589383945
4664,46724587148
4665,46724587148
4666,46724581628
4667,63912889335
4668,46724587148
4669,46724581628
4670,62589383945
4671,73019156532
4672,61477462725
4673,1255642660632700
4674,61477462725
4675,46724581628
4676,46724581628
4677,46724585188
4678,118216881010
4679,46724581428
4680,46724587148
4681,62589383945
4682,46724581628
4683,46724581428
4684,62589383945
4685,62589383945
4686,46724581628
4687,46724581628
4688,46724581628
4689,62589383945
4690,46724581628
4691,65960618775
4692,46724581628
4693,46724581628
4694,54995537263
4695,62589383945
4696,58613330770
4697,62589383945
4698,58613330770
4699,62589383945
4700,65960618775
4701,68652743168
4702,46724581628
4703,65960618775
4704,46724584708
4705,62589383945
4706,62589383945
4707,62589383945
4708,46724581628
4709,62589383945
4710,46724581628
4711,65960618375
4712,58613330770
4713,46724581628
4714,46724581628
4715,46724581628
4716,62589383945
4717,58613330770
4718,62589383945
4719,56880991425
4720,77157998339
4721,73019156532
4722,118216881010
4723,46724581628
4724,62589383945
4725,56880991425
4726,63912889335
4727,46724581628
4728,62589383945
4729,46724581628
4730,54995539343
4731,46724581428
4732,46724585188
4733,46724587148
4734,46724581628
4735,46724581428
4736,46724587148
4737,46724581628
4738,46724581628
4739,126242467572
4740,126242467572
4741,46724581628
4742,46724581628
4743,54995538903
4744,62589461265
4745,106303760844
4746,126733863807
4747,64629789553
4748,64092327965
4749,68027715993
4750,46724581628
4751,46724581628
4752,77157998339
4753,46724584708
4754,46724581628
4755,58613330770
4756,46724581628
4757,62589383945
4758,58527617970
4759,62589383945
4760,62589383945
4761,63912889335
4762,62589383945
4763,62589383945
4764,46724581428
4765,46724581628
4766,54995537223
4767,46724581628
4768,62589383945
4769,58613330770
4770,46724585188
4771,58613330770
4772,62589383945
4773,46724581628
4774,62589383945
4775,64092327965
4776,46724585188
4777,58613330770
4778,58613330770
4779,46724581628
4780,73019156532
4781,62589383945
4782,65960618775
4783,64092327965
4784,46724581628
4785,106303760844
4786,73019156532
4787,60556557005
4788,62589383945
4789,62589383945
4790,46724585188
4791,46724581628
4792,46724585188
4793,46724587148
4794,46724585188
4795,62589383945
4796,46724585188
4797,62589383945
4798,58613330770
4799,46724581628
4800,62589383945
4801,46724581628
4802,62589383945
4803,46724581628
4804,62589383945
4805,46724581628
4806,58613330770
4807,62589383945
4808,61477462725
4809,46724581628
4810,65960618775
4811,46724581628
4812,46724581628
4813,65960618775
4814,62589383945
4815,46724581628
4816,46724581628
4817,46724581428
4818,62589383945
4819,46724585188
4820,46724581628
4821,62589383945
4822,46724587148
4823,68652743208
4824,58613330770
4825,46724581628
4826,62589383945
4827,46724581628
4828,62589383945
4829,62589383945
4830,46724581628
4831,54995539343
4832,62589383945
4833,46724585188
4834,46724587148
4835,67441804237
4836,46724581428
4837,46724585188
4838,65960618775
4839,65960618775
4840,126733863807
4841,46724581628
4842,46724581428
4843,62589383945
4844,46724585188
4845,46724581628
4846,58613330770
4847,46724581628
4848,46724581428
4849,63912889335
4850,46724581628
4851,59797137541
4852,46724581628
4853,46724581628
4854,46724581428
4855,46724581628
4856,46724581428
4857,46724581628
4858,46724581628
4859,62699232466
4860,126733863807
4861,46724581628
4862,62589383945
4863,58527617970
4864,46724585188
4865,58527617970
4866,46724581628
4867,46724581628
4868,46724581628
4869,46724581628
4870,46724584708
4871,46724581428
4872,46724581628
4873,46724585188
4874,46724587148
4875,58613330770
4876,46724581628
4877,46724585188
4878,46724581628
4879,46724585188
4880,46724581428
4881,46724581428
4882,46724581628
4883,63348451389
4884,46724581628
4885,62589383945
4886,46724585188
4887,46724581628
4888,54995539343
4889,46724581628
4890,62589383945
4891,62589383945
4892,62589383945
4893,73019156532
4894,46724585188
4895,126242467412
4896,46724581628
4897,46724581628
4898,62589461265
4899,62589383945
4900,46724581628
4901,46724585188
4902,46724581628
4903,46724581628
4904,64629789553
4905,46724581628
4906,64629789553
4907,46724581628
4908,58527968130
4909,46724581628
4910,62589482105
4911,58527968130
4912,62589383945
4913,46724581628
4914,46724587148
4915,126733863807
4916,58527617970
4917,62589383945
4918,62589383945
4919,46724581628
4920,46724581628
4921,46724584708
4922,62589383945
4923,46724585188
4924,114160419969
4925,54995537263
4926,46724581628
4927,62589383945
4928,58613330770
4929,63912889335
4930,46724581628
4931,62589383945
4932,63912889335
4933,58613330770
4934,46724581628
4935,46724581628
4936,46724581628
4937,62589383945
4938,126733864047
4939,61474768742
4940,46724587148
4941,56880991425
4942,46724581628
4943,65960618775
4944,62589461265
4945,62589383945
4946,46724581628
4947,46724581628
4948,62589383945
4949,62589383945
4950,46724581428
4951,46724581628
4952,62589383945
4953,62589383945
4954,126733864047
4955,106303760844
4956,62589383945
4957,73019156532
4958,46724581628
4959,46724581628
4960,46724581628
4961,61477462725
4962,46724587148
4963,62589383945
4964,62589383945
4965,46724581628
4966,46724587148
4967,46724581628
4968,62589383945
4969,62589383945
4970,46724587148
4971,46724584708
4972,46724581628
4973,46724585188
4974,46724587148
4975,46724581628
4976,62589383945
4977,46724581628
4978,64092327565
4979,58613330770
4980,62589383945
4981,62589383945
4982,46724581628
4983,62589383945
4984,46724581628
4985,65960618375
4986,46724581628
4987,46724581628
4988,46724581628
4989,46724581628
4990,46724581628
4991,114160419969
4992,46724581628
4993,46724581628
4994,46724581628
4995,62589383945
4996,67275878133
4997,62589383945
4998,114160419969
4999,46724581628
5000,62589383945
5001,62589383945
5002,46724581628
5003,62589383945
5004,46724581628
5005,46724581628
5006,62589383945
5007,62589383945
5008,62589383945
5009,126733863807
5010,61477462725
5011,126733863807
5012,64322688885
5013,61474769502
5014,46724581628
5015,58527617970
5016,46724584708
5017,46724581628
5018,46724581628
5019,46724581628
5020,46724581628
5021,46724581628
5022,46724587148
5023,62589383945
5024,46724581628
5025,62589383945
5026,46724585188
5027,46724585188
5028,62589383945
5029,46724584708
5030,118216881010
5031,46724581628
5032,46724581628
5033,58527968130
5034,46724581628
5035,126733863807
5036,46724585188
5037,62589383945
5038,46724581628
5039,46724587148
5040,46724585188
5041,46724581628
5042,46724581628
5043,46724585188
5044,64092327965
5045,46724581628
5046,46724581628
5047,62589383945
5048,62589383945
5049,62589383945
5050,46724581628
5051,62589383945
5052,46724581628
5053,46724581628
5054,46724581428
5055,46724587148
5056,62589383945
5057,62589383945
5058,58613330770
5059,46724581628
5060,46724581628
5061,46724581628
5062,46724581628
5063,62589383945
5064,62589461265
5065,46724587148
5066,46724581428
5067,126733863807
5068,62589383945
5069,46724581628
5070,62589383945
5071,46724581628
5072,46724581628
5073,62589383945
5074,62589383945
5075,62589383945
5076,46724581628
5077,62589460945
5078,77894451026
5079,46724584708
5080,46724581428
5081,46724581428
5082,46724581628
5083,126733863807
5084,46724581628
5085,46724587148
5086,118216881010
5087,46724581628
5088,46724581628
5089,46724581628
5090,46724581628
5091,46724581628
5092,64322688885
5093,46724581428
5094,62589383945
5095,65960618775
5096,46724581628
5097,73019156532
5098,62589383945
5099,58613330770
5100,46724581628
5101,61477462725
5102,62589383945
5103,46724581628
5104,46724585188
5105,62589383945
5106,62589383945
5107,46724581628
5108,46724585508
5109,126733864207
5110,62589383945
5111,46724581428
5112,62589383945
5113,62589383945
5114,46724581628
5115,62589383945
5116,46724581628
5117,46724581628
5118,46724581628
5119,46724581628
5120,46724581628
5121,62589383945
5122,46724581628
5123,46724585188
5124,118216881010
5125,118216881010
5126,77157998339
5127,46724581628
5128,62589383945
5129,46724581628
5130,46724581628
5131,46724581628
5132,62589383945
5133,46724581628
5134,46724581628
5135,126242467412
5136,46724585188
5137,62589383945
5138,46724581428
5139,46724581628
5140,46724581628
5141,46724581628
5142,68909884980
5143,46724581428
5144,46724581628
5145,64629789553
5146,58613330770
5147,46724581628
5148,1253443637512202
5149,46724581628
5150,46724581628
5151,62589383945
5152,73019156532
5153,46724581628
5154,118216881290
5155,46724581628
5156,126733864207
5157,62589383945
5158,46724581628
5159,126733864207
5160,46724587148
5161,62589383945
5162,106303760844
5163,58613330770
5164,46724581628
5165,58613330770
5166,46724581628
5167,46724585188
5168,46724581628
5169,46724587148
5170,46724581628
5171,46724581628
5172,46724587148
5173,62589383945
5174,46724581628
5175,62589383945
5176,46724581628
5177,46724581628
5178,46724581628
5179,58613330770
5180,106303760844
5181,58613330770
5182,46724585188
5183,62589383945
5184,58613330770
5185,46724581628
5186,62589383945
5187,46724587148
5188,62589383945
5189,118216881010
5190,62589383945
5191,46724581628
5192,58613330770
5193,1251244614172120
5194,46724584708
5195,62589383945
5196,46724585188
5197,62589383945
5198,62589383945
5199,62589383945
5200,61477462725
5201,46724585188
5202,46724581628
5203,58613330770
5204,56880991425
5205,46724587148
5206,46724581628
5207,62589383945
5208,58613330770
5209,62589383945
5210,46724581628
5211,46724581628
5212,64092327525
5213,61477462725
5214,62589383945
5215,118216881250
5216,61477462725
5217,62589383945
5218,62589383945
5219,46724584708
5220,46724581628
5221,62589383945
5222,69331918055
5223,62589383945
5224,58613330770
5225,46724581628
5226,62589383945
5227,62589383945
5228,46724581628
5229,63912889335
5230,64092327525
5231,58527617970
5232,62589383945
5233,58527617970
5234,46724581628
5235,46724581628
5236,64092327525
5237,62589383945
5238,56880991425
5239,46724585188
5240,58527617970
5241,58527617970
5242,46724581628
5243,46724581628
5244,46724581628
5245,46724587148
5246,46724581628
5247,62589383945
5248,73019156532
5249,46724581628
5250,46724581628
5251,64092327965
5252,62589383945
5253,65960618775
5254,46724581628
5255,46724581628
5256,68028002873
5257,65960618775
5258,46724581628
5259,64092328045
5260,46724581628
5261,62589383945
5262,46724581628
5263,58613330770
5264,62589383945
5265,62699238226
5266,46724585188
5267,46724581628
5268,46724581628
5269,62589383945
5270,46724581428
5271,62589383945
5272,63912889335
5273,58613330770
5274,117339281275
5275,68563611488
5276,100469279432
5277,46724581628
5278,67025934670
5279,46724581628
5280,46724581628
5281,46724581628
5282,46724581628
5283,119574666889
5284,58613330770
5285,54995537263
5286,46724581628
5287,46724581628
5288,46724581428
5289,46724581628
5290,64092327565
5291,46724581628
5292,77157998339
5293,62589383945
5294,46724581628
5295,62589383945
5296,58527617970
5297,126733864047
5298,46724581628
5299,46724584708
5300,77157998339
5301,118216881010
5302,46724581628
5303,69331918055
5304,63348451389
5305,46724581628
5306,62589383945
5307,46724581628
5308,46724585188
5309,62589383945
5310,46724581628
5311,61474768742
5312,62589383945
5313,62589383945
5314,62589383945
5315,46724581628
5316,62589383945
5317,46724581428
5318,58613330770
5319,62589383945
5320,64092327765
5321,62589383945
5322,46724585188
5323,62589383945
5324,46724581628
5325,126733864207
5326,46724581628
5327,46724581628
5328,62589383945
5329,62589383945
5330,62589383945
5331,46724581628
5332,64092327965
5333,62589383945
5334,46724585188
5335,58613330770
5336,77157998339
5337,46724581628
5338,68027714633
5339,62589383945
5340,62589383945
5341,62699238226
5342,62589383945
5343,46724581428
5344,62589383945
5345,46724581628
5346,62589383945
5347,46724581428
5348,62589383945
5349,65960618375
5350,62589383945
5351,62589383945
5352,46724581628
5353,61477462725
5354,63912889335
5355,126733863807
5356,46724585188
5357,62589383945
5358,46724587148
5359,62589383945
5360,46724585188
5361,62589383945
5362,62589383945
5363,46724581628
5364,46724585188
5365,1244647544802098
